,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2962,9,Tucker Falls,Bernard,Bird-Murray,16,Son,NA,Male,Student,None,NA
2963,10,Tucker Falls,James,Wilkinson,66,Head,Married,Male,Insurance broker,None,Christian
2964,10,Tucker Falls,Harriet,Wilkinson,64,Wife,Married,Female,Diplomatic Services operational officer,None,Christian
2965,1,Fisher Neck,Danny,Hardy,33,Head,Married,Male,Public relations officer,None,None
2966,1,Fisher Neck,Wendy,Hardy,32,Wife,Married,Female,Chemical engineer,None,None
2967,2,Fisher Neck,David,Scott,73,Head,Married,Male,Retired Politician's assistant,None,Christian
2968,2,Fisher Neck,Anna,Scott,75,Wife,Married,Female,"Retired Designer, jewellery",None,Christian
2969,3,Fisher Neck,Lucy,Dobson,46,Head,Single,Female,Fashion designer,None,Christian
2970,4,Fisher Neck,Stacey,Slater,51,Head,Divorced,Female,Unemployed,None,Muslim
2971,4,Fisher Neck,Jasmine,Slater,21,Daughter,Single,Female,University Student,None,Muslim
2972,4,Fisher Neck,Fiona,Slater,19,Daughter,Single,Female,University Student,None,None
2973,5,Fisher Neck,Claire,Ford,33,Head,Married,Female,Merchant navy officer,None,Catholic
2974,5,Fisher Neck,Brett,Ford,35,Husband,Married,Male,Leisure centre manager,None,Catholic
2975,5,Fisher Neck,Marian,Sims,30,Lodger,Single,Female,Dancer,None,Catholic
2976,6,Fisher Neck,Jay,Turnbull,29,Head,Divorced,Male,Broadcast presenter,None,None
2977,7,Fisher Neck,Jessica,Weston,20,Head,Single,Female,University Student,None,None
2978,8,Fisher Neck,Joan,Browne,46,Head,Single,Female,English as a second language teacher,None,None
2979,9,Fisher Neck,Frances,Hughes,37,Head,Married,Female,Building services engineer,None,Catholic
2980,9,Fisher Neck,Simon,Hughes,36,Husband,Married,Male,"Civil engineer, consulting",None,Catholic
2981,9,Fisher Neck,Joe,Gough-Hughes,9,Son,NA,Male,Student,None,NA
2982,10,Fisher Neck,Jasmine,Wood,66,Head,Married,Female,Radiation protection practitioner,None,None
2983,10,Fisher Neck,John,Wood,66,Husband,Married,Male,Recycling officer,None,None
2984,11,Fisher Neck,Francesca,Patterson,35,Head,Married,Female,"Engineer, maintenance (IT)",None,None
2985,11,Fisher Neck,Dale,Patterson,40,Husband,Married,Male,"Geologist, wellsite",None,None
2986,11,Fisher Neck,Eileen,Patterson,14,Daughter,NA,Female,Student,None,NA
2987,11,Fisher Neck,Raymond,Patterson,12,Son,NA,Male,Student,None,NA
2988,12,Fisher Neck,Rebecca,Harris,70,Head,Married,Female,Retired Immigration officer,None,Christian
2989,12,Fisher Neck,Timothy,Harris,70,Husband,Married,Male,Retired Customer service manager,None,Christian
2990,13,Fisher Neck,Lorraine,Woodward,69,Head,Married,Female,Retired Ranger/warden,None,Christian
2991,13,Fisher Neck,Thomas,Woodward,71,Husband,Married,Male,Retired Warehouse manager,None,None
2992,13,Fisher Neck,Jennifer,Woodward,32,Daughter,Divorced,Female,Film/video editor,None,None
2993,13,Fisher Neck,Alice,Woodward,30,Daughter,Single,Female,"Investment banker, corporate",None,Christian
2994,13,Fisher Neck,Jack,Woodward,29,Son,Single,Male,Dealer,None,None
2995,1,Hunters Avenue,Charlotte,Carr,78,Head,Divorced,Female,Retired Health and safety adviser,None,Christian
2996,2,Hunters Avenue,Barbara,Morris,20,Head,Single,Female,University Student,None,Methodist
2997,3,Hunters Avenue,Henry,Bennett,65,Head,Widowed,Male,"Administrator, arts",None,Christian
2998,4,Hunters Avenue,Megan,Herbert,30,Head,Married,Female,Ceramics designer,None,Catholic
2999,4,Hunters Avenue,Tom,Herbert,34,Husband,Married,Male,Trade mark attorney,Deaf,None
3000,5,Hunters Avenue,Stephanie,Elliott,67,Head,Widowed,Female,"Editor, film/video",None,Christian
3001,6,Hunters Avenue,Alex,Howe,69,Head,Widowed,Male,"Retired Administrator, local government",None,Catholic
3002,7,Hunters Avenue,Norman,Lloyd,25,Head,Single,Male,Writer,None,None
3003,7,Hunters Avenue,Tom,Howell,35,None,Single,Male,Unemployed,None,Christian
3004,8,Hunters Avenue,Jenna,Collier,40,Head,Widowed,Female,Unemployed,None,None
3005,9,Hunters Avenue,Sian,Banks,26,Head,Married,Female,"Engineer, building services",None,None
3006,9,Hunters Avenue,Gerald,Banks,23,Husband,Married,Male,Investment analyst,None,None
3007,10,Hunters Avenue,Paige,Cox,38,Head,Single,Female,Theatre stage manager,None,Catholic
3008,11,Hunters Avenue,Alice,Brown,42,Head,Divorced,Female,Air broker,None,Methodist
3009,11,Hunters Avenue,Damian,Brown,10,Son,NA,Male,Student,None,NA
3010,11,Hunters Avenue,Lesley,Brown,4,Daughter,NA,Female,Child,None,NA
3011,12,Hunters Avenue,Carly,Bishop,66,Head,Divorced,Female,"Surveyor, planning and development",None,Christian
3012,13,Hunters Avenue,Jenna,Holmes,18,Head,Single,Female,University Student,None,None
3013,13,Hunters Avenue,Amber,Reynolds,22,None,Single,Female,University Student,None,None
3014,13,Hunters Avenue,Karl,Nelson,22,None,Single,Male,University Student,None,Catholic
3015,14,Hunters Avenue,Dylan,Shepherd,67,Head,Widowed,Male,Sales executive,None,None
3016,15,Hunters Avenue,Bethan,Harper,75,Head,Widowed,Female,Retired Marketing executive,None,Methodist
3017,16,Hunters Avenue,Dominic,Burgess,58,Head,Widowed,Male,"Engineer, chemical",None,Christian
3018,17,Hunters Avenue,Edward,Patel,86,Head,Widowed,Male,Retired Equality and diversity officer,None,Methodist
3019,18,Hunters Avenue,Jordan,Williams,42,Head,Single,Male,Corporate investment banker,None,Methodist
3020,19,Hunters Avenue,Clifford,Berry,33,Head,Married,Male,Catering manager,None,Muslim
3021,19,Hunters Avenue,Olivia,Berry,28,Wife,Married,Female,Medical sales representative,None,Muslim
3022,19,Hunters Avenue,Sarah,Berry,2,Neice,NA,Female,Child,None,NA
3023,20,Hunters Avenue,Joseph,Dunn,47,Head,Single,Male,Illustrator,None,Catholic
3024,21,Hunters Avenue,Joanne,Hartley-Long,35,Head,Single,Female,"Scientist, water quality",None,Catholic
3025,21,Hunters Avenue,Stanley,Barry,35,Partner,Single,Male,Exercise physiologist,None,Catholic
3026,21,Hunters Avenue,Kathryn,Giles,13,Daughter,NA,Female,Student,None,NA
3027,22,Hunters Avenue,Brett,Taylor,85,Head,Widowed,Male,"Retired Surveyor, building control",None,Christian
3028,23,Hunters Avenue,Nicole,Roberts,44,Head,Married,Female,Amenity horticulturist,None,Christian
3029,23,Hunters Avenue,Samuel,Roberts,47,Husband,Married,Male,Ergonomist,None,Christian
3030,23,Hunters Avenue,Leanne,Roberts,15,Daughter,NA,Female,Student,None,NA
3031,24,Hunters Avenue,Marion,Sutton,46,Head,Divorced,Female,Unemployed,None,Christian
3032,24,Hunters Avenue,Owen,Sutton,16,Son,NA,Male,Student,None,NA
3033,25,Hunters Avenue,Lindsey,Cox,79,Head,Widowed,Female,Retired English as a foreign language teacher,None,Christian
3034,26,Hunters Avenue,Debra,Young,43,Head,Single,Female,Chief Technology Officer,None,Christian
3035,27,Hunters Avenue,Arthur,Jones,70,Head,Widowed,Male,"Retired Radiographer, diagnostic",None,Catholic
3036,28,Hunters Avenue,Hazel,Lee,55,Head,Single,Female,"Accountant, chartered certified",None,Christian
3037,29,Hunters Avenue,Pauline,Campbell,53,Head,Single,Female,"Teacher, primary school",None,Christian
3038,29,Hunters Avenue,Lee,Campbell,18,Son,Single,Male,Student,None,Christian
3039,30,Hunters Avenue,Jake,Baker,64,Head,Single,Male,Ophthalmologist,None,Christian
3040,30,Hunters Avenue,Katherine,Stanley,11,Granddaughter,NA,Female,Student,None,NA
3041,31,Hunters Avenue,Marian,Shaw,45,Head,Married,Female,Agricultural consultant,None,None
3042,31,Hunters Avenue,Glen,Shaw,48,Husband,Married,Male,"Programmer, multimedia",None,None
3043,31,Hunters Avenue,Jayne,Shaw,4,Daughter,NA,Female,Child,None,NA
3044,32,Hunters Avenue,Donald,Webb,24,Head,Single,Male,Travel agency manager,None,None
3045,33,Hunters Avenue,Louise,Smith,30,Head,Single,Female,Clinical research associate,None,None
3046,34,Hunters Avenue,Nicholas,Houghton,18,Head,Single,M,Student,None,NA
3047,35,Hunters Avenue,Gordon,Stokes,76,Head,Widowed,Male,Retired Conference centre manager,None,Catholic
3048,36,Hunters Avenue,Rosemary,Garner,47,Head,Single,Female,Unemployed,None,Catholic
3049,36,Hunters Avenue,Duncan,Garner,13,Son,NA,Male,Student,None,NA
3050,37,Hunters Avenue,Gerard,Stephens,46,Head,Single,Male,Technical brewer,None,Catholic
3051,38,Hunters Avenue,Annette,Brown,74,Head,Widowed,Female,Retired Commissioning editor,None,None
3052,1,Mahmood Street,Keith,West,71,Head,Divorced,Male,Retired Financial controller,None,None
3053,2,Mahmood Street,Rachael,Richardson,72,Head,Married,Female,Retired Media planner,None,Christian
3054,2,Mahmood Street,Abdul,Richardson,79,Husband,Married,Male,Retired Speech and language therapist,None,Christian
3055,3,Mahmood Street,Abigail,Fisher,66,Head,Married,f,Exercise physiologist,None,Christian
3056,3,Mahmood Street,Lee,Fisher,68,Husband,Married,Male,Retired Leisure centre manager,None,Christian
3057,4,Mahmood Street,Marion,Lloyd,34,Head,Divorced,Female,Charity officer,None,Muslim
3058,4,Mahmood Street,Mandy,Lloyd,3,Daughter,NA,Female,Child,None,NA
3059,5,Mahmood Street,Naomi,Powell,35,Head,Single,Female,Advertising account planner,None,Catholic
3060,6,Mahmood Street,Natalie,Evans,19,Head,Divorced,Female,Unemployed,None,None
3061,6,Mahmood Street,Ross,Evans,2,Son,NA,Male,Child,None,NA
3062,6,Mahmood Street,Mary,Evans,1,Daughter,NA,Female,Child,None,NA
3063,7,Mahmood Street,Dawn,Gray,22,Head,Married,Female,University Student,None,None
3064,7,Mahmood Street,Jack,Gray,24,Husband,Married,Male,Financial trader,None,None
3065,7,Mahmood Street,Brian,Gray,4,Son,NA,Male,Child,None,NA
3066,8,Mahmood Street,Phillip,Mills,45,Head,Divorced,Male,Unemployed,None,None
3067,9,Mahmood Street,Eleanor,Harvey,25,Head,Single,Female,"Restaurant manager, fast food",None,None
3068,9,Mahmood Street,Joseph,Coleman,26,Partner,Single,Male,Sports therapist,None,None
3069,10,Mahmood Street,Gareth,Thomas,18,Head,Divorced,Male,Student,None,NA
3070,11,Mahmood Street,Michelle,Wilkinson,80,Head,Widowed,Female,"Retired Therapist, nutritional",None,Methodist
3071,12,Mahmood Street,Phillip,Palmer,40,Head,Single,male,"Investment banker, operational",None,Christian
3072,13,Mahmood Street,Oliver,Long,23,Head,Married,Male,Advertising account executive,None,Muslim
3073,13,Mahmood Street,Fiona,Long,21,Wife,Married,Female,University Student,None,Muslim
3074,14,Mahmood Street,Alexandra,Johnson,32,Head,Single,Female,Lawyer,None,None
3075,14,Mahmood Street,Aimee,Foster,24,None,Single,Female,Audiological scientist,None,Christian
3076,15,Mahmood Street,Brenda,Chan,37,Head,Single,Female,Make,None,Methodist
3077,16,Mahmood Street,Trevor,Robinson,74,Head,Divorced,Male,Retired Human resources officer,None,Christian
3078,17,Mahmood Street,Lindsey,Ross,38,Head,Single,Female,Unemployed,None,None
3079,18,Mahmood Street,Philip,Finch,34,Head,Single,Male,Unemployed,None,Christian
3080,19,Mahmood Street,Ian,Nixon,71,Head,Widowed,Male,Retired Dealer,None,Methodist
3081,20,Mahmood Street,Carl,Lee,31,Head,Single,Male,Private music teacher,None,None
3082,21,Mahmood Street,Amy,Connolly,74,Head,Widowed,Female,Retired Fast food restaurant manager,None,None
3083,22,Mahmood Street,Harry,Bennett,73,Head,Widowed,Male,"Retired Runner, broadcasting/film/video",None,Christian
3084,23,Mahmood Street,Terry,Marsh,79,Head,Widowed,Male,Retired Fish farm manager,None,None
3085,24,Mahmood Street,Charlotte,Watson,61,Head,Single,Female,Claims inspector/assessor,None,Christian
3086,25,Mahmood Street,Christopher,Fry,74,Head,Widowed,Male,Retired Tourism officer,None,Christian
3087,26,Mahmood Street,Lydia,Peacock,70,Head,Widowed,Female,"Retired Scientist, forensic",None,Christian
3088,27,Mahmood Street,Melissa,Lee,45,Head,Married,Female,"Education officer, environmental",None,Catholic
3089,27,Mahmood Street,Bradley,Ali,49,Husband,Married,Male,Maintenance engineer,None,Catholic
3090,27,Mahmood Street,Deborah,Lee,15,Daughter,NA,Female,Student,None,NA
3091,28,Mahmood Street,Jill,Haynes,57,Head,Widowed,Female,Dentist,None,Christian
3092,29,Mahmood Street,Andrew,Fletcher,70,Head,Widowed,Male,Retired Contracting civil engineer,None,Christian
3093,30,Mahmood Street,Marie,Savage,39,Head,Married,Female,"Therapist, drama",None,None
3094,30,Mahmood Street,Derek,Savage,41,Husband,Married,Male,Medical secretary,None,None
3095,30,Mahmood Street,Joanna,Savage,14,Daughter,NA,Female,Student,None,NA
3096,31,Mahmood Street,Abigail,Smith,39,Head,Single,Female,Careers adviser,None,Methodist
3097,1,Graham Highway,Linda,Hussain,81,Head,Widowed,Female,Retired Community education officer,None,Catholic
3098,2,Graham Highway,Rhys,Lane,26,Head,Divorced,Male,Financial planner,None,None
3099,3,Graham Highway,Marie,Singh,55,Head,Single,Female,"Teacher, music",None,Christian
3100,4,Graham Highway,Gillian,Collins,45,Head,Single,Female,Hydrologist,None,None
3101,5,Graham Highway,Gordon,Griffin,41,Head,Single,Male,Operations geologist,None,Catholic
3102,6,Graham Highway,Alexandra,Campbell,63,Head,Single,Female,Ship broker,None,None
3103,7,Graham Highway,Conor,Williams,88,Head,Widowed,Male,Retired Patent examiner,None,None
3104,8,Graham Highway,Marcus,Marsh,79,Head,Divorced,Male,Retired Amenity horticulturist,None,None
3105,9,Graham Highway,Ross,Smith,54,Head,Single,Male,"Merchandiser, retail",None,Christian
3106,9,Graham Highway,Sophie,Gray,53,Partner,Single,Female,Hotel manager,None,None
3107,1,Davidson Groves,Chloe,Brown,75,Head,Married,Female,"Retired Engineer, automotive",None,Christian
3108,1,Davidson Groves,Roy,Brown,77,Husband,Married,Male,Retired Emergency planning/management officer,None,Christian
3109,1,Davidson Groves,Shannon,Brown,42,Daughter,Divorced,Female,Trade mark attorney,None,Christian
3110,1,Davidson Groves,Gillian,Brown,36,Daughter,Single,Female,Government social research officer,None,None
3111,1,Davidson Groves,Eileen,Brown,32,Daughter,Single,Female,Psychotherapist,None,Christian
3112,1,Davidson Groves,Sam,Brown,32,Adopted Son,Single,Male,Television floor manager,None,Christian
3113,2,Davidson Groves,Nicole,Sharp,78,Head,Widowed,Female,"Retired Civil engineer, contracting",None,None
3114,3,Davidson Groves,Helen,Wilkinson,47,Head,Married,Female,IT trainer,None,None
3115,3,Davidson Groves,Connor,Wilkinson,44,Husband,Married,Male,Personnel officer,None,None
3116,3,Davidson Groves,Alexander,Wilkinson,18,Son,Single,Male,Student,None,None
3117,3,Davidson Groves,Mitchell,Wilkinson,17,Son,NA,Male,Student,None,NA
3118,4,Davidson Groves,Lynne,Smith,25,Head,Single,Female,Unemployed,None,None
3119,4,Davidson Groves,Kate,Smith,5,Daughter,NA,Female,Student,None,NA
3120,4,Davidson Groves,Roy,Smith,3,Son,NA,Male,Child,None,NA
3121,4,Davidson Groves,Jeremy,Smith,3,Son,NA,Male,Child,None,NA
3122,5,Davidson Groves,Sean,Hayes,61,Head,Single,Male,"Conservation officer, historic buildings",None,Christian
3123,5,Davidson Groves,June,Tomlinson,58,Partner,Single,Female,Media planner,None,Christian
3124,5,Davidson Groves,Judith,Hayes,16,Daughter,NA,Female,Student,None,NA
3125,5,Davidson Groves,Catherine,Hayes,14,Daughter,NA,Female,Student,None,NA
3126,6,Davidson Groves,Wayne,Richards,39,Head,Single,Male,"Engineer, chemical",None,Catholic
3127,6,Davidson Groves,Paige,Stokes,21,None,Divorced,Female,University Student,None,Christian
3128,6,Davidson Groves,Bruce,Morgan,47,None,Single,Male,Geographical information systems officer,None,Catholic
3129,7,Davidson Groves,Joanna,Harris,70,Head,Married,Female,"Retired Engineer, manufacturing systems",None,Christian
3130,7,Davidson Groves,Liam,Harris,74,Husband,Married,Male,Retired Financial controller,None,Christian
3131,7,Davidson Groves,Luke,Harris,33,Son,Single,Male,Town planner,None,None
3132,8,Davidson Groves,Brett,Pearce,38,Head,Single,Male,"Sound technician, broadcasting/film/video",None,Catholic
3133,8,Davidson Groves,Olivia,Dobson,39,Partner,Single,Female,Civil Service fast streamer,None,None
3134,8,Davidson Groves,Joanna,Pearce,2,Daughter,NA,Female,Child,None,NA
3135,8,Davidson Groves,Samuel,Pearce,2,Son,NA,Male,Child,None,NA
3136,8,Davidson Groves,Bethan,Taylor,61,Lodger,Divorced,Female,Legal secretary,None,Methodist
3137,8,Davidson Groves,Rachel,Stephenson,28,Lodger,Single,Female,Environmental consultant,None,None
3138,9,Davidson Groves,Melanie,Powell,65,Head,Divorced,Female,Multimedia programmer,None,None
3139,9,Davidson Groves,Eric,Powell,35,Son,Divorced,Male,Systems analyst,None,None
3140,9,Davidson Groves,Nicole,Powell,32,Daughter,Single,Female,Immigration officer,None,None
3141,10,Davidson Groves,Hollie,John,61,Head,Married,Female,Paediatric nurse,None,Christian
3142,10,Davidson Groves,Cameron,John,61,Husband,Married,Male,"Journalist, newspaper",None,Christian
3143,10,Davidson Groves,Sharon,John,27,Daughter,Divorced,Female,Prison officer,None,Christian
3144,10,Davidson Groves,Dennis,John,27,Son,Divorced,Male,Biomedical engineer,None,Christian
3145,10,Davidson Groves,Sian,John,26,Daughter,Divorced,Female,Unemployed,None,None
3146,10,Davidson Groves,Gillian,John,26,Daughter,Single,F,"Administrator, local government",None,Christian
3147,10,Davidson Groves,Hilary,John,1,Daughter,NA,Female,Child,None,NA
3148,11,Davidson Groves,Katy,Turner,57,Head,Married,Female,"Programmer, systems",None,Christian
3149,11,Davidson Groves,Christian,Turner,62,Husband,Married,Male,Broadcast engineer,None,Christian
3150,11,Davidson Groves,Lydia,Turner,41,Daughter,Single,Female,Film/video editor,None,Christian
3151,11,Davidson Groves,Jean,Turner,37,Daughter,Divorced,Female,Unemployed,None,Christian
3152,12,Davidson Groves,Danielle,Bradley,37,Head,Single,Female,Location manager,None,Christian
3153,12,Davidson Groves,Derek,Barker,38,Partner,Single,Male,Logistics and distribution manager,None,None
3154,12,Davidson Groves,Donald,Bradley,8,Son,NA,Male,Student,None,NA
3155,12,Davidson Groves,Nicholas,Bradley,6,Son,NA,Male,Student,None,NA
3156,13,Davidson Groves,Abbie,McKenzie,44,Head,Single,Female,"Production assistant, television",None,Christian
3157,13,Davidson Groves,Jasmine,McKenzie,22,Daughter,Single,Female,University Student,None,Christian
3158,13,Davidson Groves,Luke,McKenzie,20,Son,Single,Male,University Student,None,Christian
3159,14,Davidson Groves,Jennifer,Richards,25,Head,Married,Female,Control and instrumentation engineer,None,None
3160,14,Davidson Groves,Gerald,Richards,25,Husband,Married,Male,Communications engineer,None,None
3161,14,Davidson Groves,Leon,Richards,3,Son,NA,Male,Child,None,NA
3162,14,Davidson Groves,Elizabeth,Smith,50,Lodger,Divorced,female,Race relations officer,None,Catholic
3163,15,Davidson Groves,Joanna,Knight,58,Head,Single,Female,Conference centre manager,None,Christian
3164,15,Davidson Groves,Glen,Knight,22,Son,Single,Male,University Student,None,Christian
3165,15,Davidson Groves,Hannah,Knight,20,Daughter,Divorced,Female,Chief of Staff,None,Christian
3166,15,Davidson Groves,Brian,Knight,18,Son,Single,Male,Student,None,None
3167,16,Davidson Groves,Jasmine,Dobson,54,Head,Single,Female,Merchant navy officer,None,Christian
3168,16,Davidson Groves,Paul,Little,54,Partner,Single,Male,Recycling officer,None,Christian
3169,16,Davidson Groves,Geraldine,Dobson,23,Daughter,Single,Female,Mental health nurse,None,None
3170,16,Davidson Groves,Andrew,Dobson,1,Son,NA,Male,Child,None,NA
3171,17,Davidson Groves,Ann,Smith,30,Head,Single,Female,Brewing technologist,None,Muslim
3172,18,Davidson Groves,Stanley,Graham,41,Head,Married,Male,Exhibition designer,None,Christian
